l1,aaa,lor,enroll,speaking,sex,family
Arabic,29,1,49,480,Female,Afro-Asiatic
Russian,30,3,90,514,Female,Indo-European
Russian,21,2,90,538,Female,Indo-European
Hungarian,22,3,96,574,Female,Uralic
Hungarian,25,2,86,561,Female,Uralic
Bulgarian,20,1,90,524,Female,Indo-European
German,32,7,101,569,Female,Indo-European
English,27,8,46,537,Female,Indo-European
Russian,21,4,90,541,Female,Indo-European
German,29,1,101,591,Female,Indo-European
German,23,1,101,591,Female,Indo-European
Swedish,23,0,103,541,Female,Indo-European
Polish,19,3,100,545,Female,Indo-European
Russian,19,3,90,537,Female,Indo-European
Turkish,17,18,79,538,Female,Altaic
Kurdish,44,4,47,486,Female,Indo-European
Turkish,24,2,79,485,Female,Altaic
Polish,22,0,100,531,Female,Indo-European
English,44,2,93,559,Female,Indo-European
Russian,42,1,90,496,Female,Indo-European
Polish,22,3,100,505,Female,Indo-European
Russian,33,9,90,528,Female,Indo-European
Russian,37,2,100,526,Female,Indo-European
Russian,18,1,90,551,Female,Indo-European
Russian,27,2,90,494,Female,Indo-European
Russian,35,2,84,501,Female,Indo-European
Russian,27,2,84,504,Female,Indo-European
Russian,23,2,96,501,Female,Indo-European
Indonesian,33,10,64,499,Female,Austronesian
Polish,24,2,100,510,Female,Indo-European
Lithuanian,22,2,90,510,Female,Indo-European
Polish,35,1,100,514,Female,Indo-European
Russian,38,2,90,495,Female,Indo-European
Polish,23,2,100,549,Female,Indo-European
English,48,3,105,535,Female,Indo-European
German,10,11,101,519,Female,Indo-European
Russian,29,1,84,587,Female,Indo-European
Russian,22,3,90,534,Female,Indo-European
Russian,24,2,90,569,Female,Indo-European
Portugese,29,4,97,498,Female,Indo-European
Swedish,31,2,103,549,Female,Indo-European
Arabic,27,3,49,503,Female,Afro-Asiatic
Russian,29,4,99,538,Female,Indo-European
German,20,1,101,635,Female,Indo-European
Russian,38,1,90,490,Female,Indo-European
Russian,26,8,92,490,Female,Indo-European
German,20,1,101,535,Female,Indo-European
German,20,1,101,527,Female,Indo-European
Russian,26,1,90,488,Female,Indo-European
Romanian,28,3,94,530,Female,Indo-European
Polish,18,4,100,527,Female,Indo-European
Persian,30,3,19,489,Female,Indo-European
Russian,32,14,84,502,Female,Indo-European
German,20,1,101,534,Female,Indo-European
Polish,20,1,100,500,Female,Indo-European
English,20,2,101,519,Female,Indo-European
English,34,3,94,510,Female,Indo-European
Hungarian,29,1,96,563,Female,Uralic
Serbian,26,7,89,528,Female,Indo-European
German,29,1,101,526,Female,Indo-European
Polish,28,3,100,543,Female,Indo-European
Russian,38,2,90,503,Female,Indo-European
Polish,36,5,100,530,Female,Indo-European
Slovak,28,1,90,517,Female,Indo-European
Persian,28,1,77,519,Female,Indo-European
Russian,26,2,90,494,Female,Indo-European
Arabic,19,1,49,457,Female,Afro-Asiatic
Russian,26,3,90,523,Female,Indo-European
Russian,28,3,90,480,Female,Indo-European
Russian,21,1,92,521,Female,Indo-European
Polish,24,2,100,521,Female,Indo-European
Finnish,27,9,111,559,Female,Uralic
Spanish,27,2,118,510,Female,Indo-European
German,20,11,101,517,Female,Indo-European
Lithuanian,25,1,67,549,Female,Indo-European
Greek,23,2,102,540,Female,Indo-European
Russian,28,8,81,541,Female,Indo-European
Serbian,34,2,85,530,Female,Indo-European
Russian,42,3,96,528,Female,Indo-European
Russian,18,1,96,556,Female,Indo-European
Arabic,25,5,31,442,Female,Afro-Asiatic
English,44,2,118,535,Female,Indo-European
Russian,20,1,90,538,Female,Indo-European
Russian,35,4,90,500,Female,Indo-European
Turkish,26,2,118,580,Female,Altaic
Spanish,29,2,83,567,Female,Indo-European
Portugese,20,4,97,525,Female,Indo-European
Russian,25,2,90,520,Female,Indo-European
French,18,0,113,521,Female,Indo-European
French,27,2,113,497,Female,Indo-European
German,11,8,101,523,Female,Indo-European
Polish,22,2,100,518,Female,Indo-European
English,38,2,93,485,Female,Indo-European
Russian,22,7,81,499,Female,Indo-European
German,23,1,100,647,Female,Indo-European
Turkish,14,14,79,524,Female,Altaic
Serbian,19,3,101,531,Female,Indo-European
English,34,1,94,527,Female,Indo-European
Arabic,38,5,67,510,Female,Afro-Asiatic
German,20,1,101,564,Female,Indo-European
Turkish,16,13,79,597,Female,Altaic
Russian,37,6,90,507,Female,Indo-European
Serbian,0,47,85,474,Female,Indo-European
Spanish,24,0,100,516,Female,Indo-European
Spanish,30,5,82,514,Female,Indo-European
Bulgarian,21,1,90,515,Female,Indo-European
Russian,56,1,84,531,Female,Indo-European
Portugese,41,2,106,471,Female,Indo-European
French,34,3,83,513,Female,Indo-European
Serbian,31,3,85,503,Female,Indo-European
English,29,4,101,538,Female,Indo-European
English,25,2,148,534,Female,Indo-European
Russian,35,9,95,523,Female,Indo-European
French,21,28,113,552,Female,Indo-European
Russian,23,5,95,530,Female,Indo-European
Hungarian,23,2,96,544,Female,Uralic
English,12,5,97,604,Female,Indo-European
Russian,27,3,84,523,Female,Indo-European
Byelorussian,23,5,96,515,Female,Indo-European
Czech,28,1,95,544,Female,Indo-European
Spanish,34,6,83,551,Female,Indo-European
Tagalog,32,4,83,463,Female,Austronesian
Norwegian,19,2,113,532,Female,Indo-European
Indonesian,34,2,64,503,Female,Austronesian
Arabic,23,1,49,492,Female,Afro-Asiatic
English,29,2,69,510,Female,Indo-European
Polish,26,3,100,547,Female,Indo-European
Chinese,34,0,67,456,Female,Sino-Tibetan
Slovak,25,1,90,545,Female,Indo-European
Portugese,28,3,106,491,Female,Indo-European
Hungarian,23,3,96,527,Female,Uralic
Slovak,21,2,90,560,Female,Indo-European
Serbian,19,1,85,543,Female,Indo-European
Turkish,22,2,79,552,Female,Altaic
Bulgarian,31,1,90,541,Female,Indo-European
Russian,26,1,90,533,Female,Indo-European
Arabic,25,1,49,513,Female,Afro-Asiatic
English,29,2,96,483,Female,Indo-European
Russian,37,2,90,507,Female,Indo-European
Russian,26,9,84,525,Female,Indo-European
Romanian,29,1,86,545,Female,Indo-European
Persian,27,6,77,449,Female,Indo-European
Russian,41,2,90,544,Female,Indo-European
Ukranian,23,2,90,572,Female,Indo-European
Russian,27,3,90,525,Female,Indo-European
Tagalog,22,2,83,436,Female,Austronesian
German,31,12,101,540,Female,Indo-European
Polish,21,4,100,539,Female,Indo-European
Portugese,38,8,106,491,Female,Indo-European
Russian,24,1,90,477,Female,Indo-European
Russian,25,1,90,508,Female,Indo-European
Persian,20,2,19,551,Female,Indo-European
Tagalog,27,7,83,489,Female,Austronesian
Portugese,26,1,97,531,Female,Indo-European
Serbian,17,1,85,556,Female,Indo-European
Persian,34,4,77,505,Female,Indo-European
Polish,30,2,100,514,Female,Indo-European
Portugese,21,5,106,536,Female,Indo-European
German,21,0,101,560,Female,Indo-European
Bulgarian,40,10,90,517,Female,Indo-European
Croatian,21,21,85,544,Female,Indo-European
Persian,19,1,77,490,Female,Indo-European
Armenian,20,21,77,542,Female,Indo-European
Russian,25,2,100,525,Female,Indo-European
German,19,1,101,543,Female,Indo-European
Russian,25,2,84,562,Female,Indo-European
Russian,22,2,90,527,Female,Indo-European
Hungarian,27,1,86,573,Female,Uralic
Persian,46,5,77,475,Female,Indo-European
Hungarian,39,2,96,514,Female,Uralic
Czech,21,1,90,488,Female,Indo-European
English,23,2,148,514,Female,Indo-European
Czech,27,3,95,529,Female,Indo-European
Indonesian,31,2,64,496,Female,Austronesian
Portugese,20,6,97,544,Female,Indo-European
Russian,23,2,90,538,Female,Indo-European
Chinese,28,14,82,517,Female,Sino-Tibetan
Russian,30,4,84,516,Female,Indo-European
Indonesian,27,1,64,529,Female,Austronesian
Russian,23,3,90,630,Female,Indo-European
Chinese,31,3,67,478,Female,Sino-Tibetan
Arabic,21,4,49,546,Female,Afro-Asiatic
Arabic,23,3,49,495,Female,Afro-Asiatic
Romanian,20,2,86,571,Female,Indo-European
Hungarian,26,2,96,575,Female,Uralic
German,29,2,100,522,Female,Indo-European
Spanish,23,5,82,500,Female,Indo-European
Turkish,29,2,79,481,Female,Altaic
Russian,25,3,90,499,Female,Indo-European
Polish,29,1,113,534,Female,Indo-European
Arabic,18,13,77,518,Female,Afro-Asiatic
Chinese,36,2,67,516,Female,Sino-Tibetan
German,20,1,101,622,Female,Indo-European
Bulgarian,29,4,90,538,Female,Indo-European
Arabic,26,2,49,475,Female,Afro-Asiatic
Serbian,34,5,85,492,Female,Indo-European
German,19,1,101,529,Female,Indo-European
English,52,3,105,517,Female,Indo-European
Russian,20,1,90,541,Female,Indo-European
Indonesian,35,4,64,501,Female,Austronesian
Spanish,22,3,65,475,Female,Indo-European
Arabic,30,10,49,519,Female,Afro-Asiatic
Russian,26,2,90,514,Female,Indo-European
English,17,1,94,528,Female,Indo-European
German,23,1,101,564,Female,Indo-European
Russian,25,1,90,553,Female,Indo-European
Russian,27,1,90,510,Female,Indo-European
German,29,1,101,610,Female,Indo-European
Tagalog,27,3,83,512,Female,Austronesian
Persian,23,4,19,543,Female,Indo-European
Portugese,30,1,106,508,Female,Indo-European
German,7,11,118,518,Female,Indo-European
Polish,20,1,100,559,Female,Indo-European
Hungarian,25,2,96,536,Female,Uralic
Russian,25,2,90,498,Female,Indo-European
Arabic,35,4,47,456,Female,Afro-Asiatic
Serbian,25,3,85,544,Female,Indo-European
Hebrew,20,1,93,534,Female,Afro-Asiatic
Polish,19,3,100,556,Female,Indo-European
Russian,17,2,90,523,Female,Indo-European
Bulgarian,25,3,90,561,Female,Indo-European
Byelorussian,18,2,90,487,Female,Indo-European
Spanish,20,2,118,532,Female,Indo-European
German,25,0,101,527,Female,Indo-European
Russian,26,9,84,516,Female,Indo-European
Indonesian,21,0,64,520,Female,Austronesian
Arabic,28,7,85,504,Female,Afro-Asiatic
Spanish,29,2,68,519,Female,Indo-European
Persian,26,2,77,498,Female,Indo-European
Spanish,28,2,74,509,Female,Indo-European
Armenian,26,5,90,493,Female,Indo-European
German,20,0,101,510,Female,Indo-European
German,20,1,101,609,Female,Indo-European
Hungarian,45,5,96,520,Female,Uralic
Spanish,34,3,85,471,Female,Indo-European
Polish,24,1,100,506,Female,Indo-European
Tagalog,23,4,83,523,Female,Austronesian
Greek,3,12,102,565,Female,Indo-European
Tagalog,24,2,83,531,Female,Austronesian
Czech,25,1,90,538,Female,Indo-European
English,24,7,101,494,Female,Indo-European
Croatian,30,4,93,561,Female,Indo-European
German,8,11,101,458,Female,Indo-European
Bulgarian,21,12,90,548,Female,Indo-European
Serbian,25,1,85,564,Female,Indo-European
English,25,2,35,510,Female,Indo-European
Indonesian,22,4,64,516,Female,Austronesian
Kurdish,30,4,47,509,Female,Indo-European
French,19,1,113,523,Female,Indo-European
Persian,29,4,77,503,Female,Indo-European
Icelandic,22,1,109,533,Female,Indo-European
Tagalog,36,4,83,505,Female,Austronesian
Turkish,19,1,118,575,Female,Altaic
Russian,41,5,90,511,Female,Indo-European
Polish,32,2,100,495,Female,Indo-European
Polish,24,2,100,541,Female,Indo-European
Persian,19,3,77,462,Female,Indo-European
Russian,19,4,90,543,Female,Indo-European
Polish,28,2,100,563,Female,Indo-European
English,25,5,105,556,Female,Indo-European
Arabic,27,1,101,579,Female,Afro-Asiatic
Swedish,24,1,111,533,Female,Indo-European
Hebrew,34,1,93,501,Female,Afro-Asiatic
Russian,24,9,84,539,Female,Indo-European
Arabic,24,3,49,528,Female,Afro-Asiatic
Polish,22,4,100,521,Female,Indo-European
Russian,38,2,90,456,Female,Indo-European
Bulgarian,25,0,90,555,Female,Indo-European
Arabic,28,1,83,525,Female,Afro-Asiatic
Romanian,30,1,86,521,Female,Indo-European
Chinese,36,14,67,507,Female,Sino-Tibetan
French,28,1,113,437,Female,Indo-European
Russian,29,0,84,509,Female,Indo-European
Serbian,26,2,85,490,Female,Indo-European
Polish,22,3,100,533,Female,Indo-European
Arabic,24,13,83,468,Female,Afro-Asiatic
Ukranian,22,1,92,522,Female,Indo-European
Arabic,22,5,49,516,Female,Afro-Asiatic
Russian,30,2,101,529,Female,Indo-European
Slovak,21,3,78,585,Female,Indo-European
Polish,20,2,100,544,Female,Indo-European
Arabic,14,3,47,486,Female,Afro-Asiatic
Russian,25,4,90,526,Female,Indo-European
Slovak,26,1,90,550,Female,Indo-European
German,29,2,94,545,Female,Indo-European
Persian,24,4,77,496,Female,Indo-European
Polish,26,1,113,550,Female,Indo-European
French,31,1,101,591,Female,Indo-European
Serbian,25,2,89,489,Female,Indo-European
Russian,24,1,88,508,Female,Indo-European
Slovak,21,2,90,536,Female,Indo-European
Spanish,32,2,82,486,Female,Indo-European
Russian,26,2,90,489,Female,Indo-European
Polish,35,14,100,491,Female,Indo-European
Serbian,36,2,89,509,Female,Indo-European
Tamil,33,11,69,497,Female,Dravidian
Spanish,32,2,118,553,Female,Indo-European
Russian,22,1,84,514,Female,Indo-European
Spanish,27,8,22,524,Female,Indo-European
Russian,41,2,92,520,Female,Indo-European
Spanish,27,4,82,509,Female,Indo-European
Russian,35,3,90,530,Female,Indo-European
Indonesian,30,7,64,511,Female,Austronesian
Russian,39,2,90,529,Female,Indo-European
English,19,1,120,537,Female,Indo-European
Hungarian,32,2,96,524,Female,Uralic
Croatian,23,3,85,503,Female,Indo-European
German,33,1,101,545,Female,Indo-European
Russian,33,6,90,495,Female,Indo-European
Chinese,0,27,67,494,Female,Sino-Tibetan
Spanish,24,2,83,501,Female,Indo-European
Croatian,26,11,91,508,Female,Indo-European
Russian,38,2,90,501,Female,Indo-European
Russian,20,1,84,503,Female,Indo-European
Portugese,31,1,106,473,Female,Indo-European
German,35,1,94,602,Female,Indo-European
Armenian,26,10,90,518,Female,Indo-European
Russian,32,2,84,497,Female,Indo-European
Arabic,24,2,49,482,Female,Afro-Asiatic
Spanish,33,13,85,507,Female,Indo-European
German,19,2,101,551,Female,Indo-European
Indonesian,25,2,64,504,Female,Austronesian
Indonesian,0,17,118,540,Female,Austronesian
Spanish,25,2,91,578,Female,Indo-European
Russian,28,10,84,534,Female,Indo-European
Persian,39,5,19,485,Female,Indo-European
Kurdish,20,1,47,457,Female,Indo-European
French,31,5,113,578,Female,Indo-European
Spanish,29,7,83,509,Female,Indo-European
Serbian,22,21,85,566,Female,Indo-European
Russian,27,3,90,508,Female,Indo-European
Norwegian,26,5,113,466,Female,Indo-European
Russian,20,1,90,626,Female,Indo-European
Russian,29,1,84,546,Female,Indo-European
Spanish,24,2,118,515,Female,Indo-European
French,24,1,113,520,Female,Indo-European
Polish,28,4,100,541,Female,Indo-European
English,23,13,105,562,Female,Indo-European
Spanish,38,5,82,512,Female,Indo-European
Kurdish,24,8,49,539,Female,Indo-European
Indonesian,26,4,64,545,Female,Austronesian
English,25,4,101,557,Female,Indo-European
Russian,36,1,90,472,Female,Indo-European
Serbian,30,4,85,556,Female,Indo-European
Arabic,18,9,49,474,Female,Afro-Asiatic
Albanian,20,4,85,520,Female,Indo-European
Portugese,27,9,106,489,Female,Indo-European
Turkish,0,23,79,527,Female,Altaic
Albanian,30,3,78,528,Female,Indo-European
Hebrew,23,1,93,535,Female,Afro-Asiatic
Croatian,25,2,93,541,Female,Indo-European
German,24,1,101,548,Female,Indo-European
Russian,21,7,84,488,Female,Indo-European
German,21,0,101,501,Female,Indo-European
French,24,3,113,528,Female,Indo-European
English,22,21,120,560,Female,Indo-European
Arabic,28,4,79,540,Female,Afro-Asiatic
German,32,8,101,548,Female,Indo-European
German,34,3,101,568,Female,Indo-European
Portugese,28,3,106,472,Female,Indo-European
Russian,23,1,90,549,Female,Indo-European
Polish,26,3,100,528,Female,Indo-European
German,11,9,101,521,Female,Indo-European
Turkish,23,1,79,437,Female,Altaic
Russian,25,2,90,510,Female,Indo-European
German,20,1,101,585,Female,Indo-European
Arabic,28,3,49,491,Female,Afro-Asiatic
Russian,29,2,84,523,Female,Indo-European
Russian,31,3,90,511,Female,Indo-European
Hebrew,33,2,93,515,Female,Afro-Asiatic
Arabic,27,3,49,488,Female,Afro-Asiatic
Serbian,24,2,85,531,Female,Indo-European
German,34,2,101,579,Female,Indo-European
French,25,1,109,510,Female,Indo-European
Kinyarwanda,28,5,16,465,Female,Niger-Congo
Romanian,25,2,86,447,Female,Indo-European
Russian,24,4,90,486,Female,Indo-European
German,36,2,101,595,Female,Indo-European
Persian,27,6,77,467,Female,Indo-European
English,41,10,94,590,Female,Indo-European
Turkish,23,7,79,456,Female,Altaic
Russian,27,1,90,504,Female,Indo-European
Indonesian,35,2,64,507,Female,Austronesian
English,23,24,46,544,Female,Indo-European
Russian,26,1,84,525,Female,Indo-European
Indonesian,22,1,64,517,Female,Austronesian
Arabic,17,2,118,510,Female,Afro-Asiatic
Indonesian,26,8,64,523,Female,Austronesian
Russian,36,2,90,522,Female,Indo-European
Russian,25,3,90,472,Female,Indo-European
Russian,26,3,90,489,Female,Indo-European
French,23,3,113,562,Female,Indo-European
Romanian,29,4,86,501,Female,Indo-European
Vietnamese,22,5,67,514,Female,Austro-Asiatic
German,34,3,101,596,Female,Indo-European
Russian,24,4,90,519,Female,Indo-European
Russian,28,9,90,527,Female,Indo-European
Arabic,22,3,85,484,Female,Afro-Asiatic
Polish,31,6,100,462,Female,Indo-European
Russian,26,1,84,518,Female,Indo-European
Portugese,23,3,106,521,Female,Indo-European
Russian,27,1,90,498,Female,Indo-European
Russian,31,0,90,494,Female,Indo-European
Turkish,17,9,79,533,Female,Altaic
Hindi,37,11,29,403,Female,Indo-European
English,22,5,148,485,Female,Indo-European
Portugese,25,2,106,528,Female,Indo-European
Amharic,25,3,25,447,Female,Afro-Asiatic
Persian,28,5,19,512,Female,Indo-European
Hungarian,24,2,86,497,Female,Uralic
English,28,3,97,474,Female,Indo-European
Polish,28,10,100,511,Female,Indo-European
French,25,2,113,507,Female,Indo-European
German,36,0,101,592,Female,Indo-European
Armenian,37,7,90,503,Female,Indo-European
Turkish,24,2,79,523,Female,Altaic
German,23,0,101,532,Female,Indo-European
Russian,37,1,84,519,Female,Indo-European
Polish,21,3,100,486,Female,Indo-European
Hebrew,27,7,93,567,Female,Afro-Asiatic
Spanish,29,14,82,518,Female,Indo-European
Ukranian,29,5,92,512,Female,Indo-European
Russian,23,2,90,548,Female,Indo-European
Russian,32,0,92,475,Female,Indo-European
Russian,61,11,84,505,Female,Indo-European
Nepali,34,2,54,506,Female,Indo-European
Indonesian,27,2,64,487,Female,Austronesian
